,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TimeSinceLastTransaction,TransactionAmountRelativeToBalance,IsNewDevice,FailedLoginFlag,MahalanobisDistance,Cluster
564,TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,21,Student,115,2,368.78,2024-11-04 08:10:17,16,-55870477.0,0.9916481102107461,True,True,2.318256541499966,1
608,TX000609,AC00413,121.82,2023-09-08 18:24:14,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,2024-11-04 08:11:30,18,-36510436.0,0.009163649595967716,True,False,3.1295576021661313,1
1593,TX001594,AC00413,854.64,2023-11-07 18:57:13,Debit,Fort Worth,D000445,174.61.77.54,M038,Branch,56,Retired,118,1,2989.25,2024-11-04 08:08:54,18,-31324301.0,0.2859044901366413,True,False,2.175151901092975,1
2127,TX002128,AC00413,98.95,2023-12-29 17:37:37,Debit,Mesa,D000432,112.196.12.19,M084,Branch,75,Retired,73,1,5670.82,2024-11-04 08:07:52,17,-26836215.0,0.01744897560238383,True,False,3.0814685597603555,1
1013,TX001014,AC00414,420.6,2023-04-17 16:10:19,Debit,Louisville,D000124,189.183.50.147,M086,Branch,26,Student,55,1,1778.75,2024-11-04 08:09:30,16,-48959951.0,0.2364581855996729,True,False,2.405870643585922,1
221,TX000222,AC00414,485.51,2023-11-28 16:49:27,Credit,Milwaukee,D000460,91.204.200.167,M097,Online,76,Retired,37,1,3074.45,2024-11-04 08:08:02,16,-29517515.0,0.15791767581870683,True,False,2.4177126461528906,1
2176,TX002177,AC00414,36.12,2023-11-29 17:55:07,Debit,Houston,D000630,62.152.134.92,M085,Online,22,Student,234,1,1593.03,2024-11-04 08:08:11,17,-29427184.0,0.022673772479653412,True,False,3.9538304057591054,1
2330,TX002331,AC00415,69.38,2023-01-11 16:09:36,Debit,Detroit,D000191,22.196.202.183,M042,Branch,69,Doctor,280,2,12072.11,2024-11-04 08:11:12,16,-57254496.0,0.005747131192685345,True,True,12.82632915209602,1
1127,TX001128,AC00415,4.72,2023-04-17 16:03:52,Debit,Fort Worth,D000610,45.64.74.86,M051,Branch,32,Engineer,20,1,4792.01,2024-11-04 08:09:28,16,-48960336.0,0.0009849729007556894,True,False,1.7307202214539092,1
246,TX000247,AC00415,34.07,2023-11-06 17:22:58,Debit,Philadelphia,D000158,29.168.185.63,M080,Branch,22,Student,81,1,8709.77,2024-11-04 08:07:21,17,-31416263.0,0.003911699156336276,True,False,2.150482231098893,1
638,TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2024-11-04 08:07:15,16,-58031061.0,0.1172540553146807,True,False,2.0253893724047987,1
1015,TX001016,AC00416,285.18,2023-03-08 16:39:14,Credit,Sacramento,D000515,110.247.153.70,M084,Branch,55,Doctor,150,1,14847.97,2024-11-04 08:09:38,16,-52414224.0,0.019206665948808717,True,False,2.4574988291593938,1
2267,TX002268,AC00416,1360.67,2023-04-19 16:38:41,Debit,Raleigh,D000017,164.75.163.220,M092,Branch,29,Engineer,118,1,2861.65,2024-11-04 08:06:27,16,-48785266.0,0.47548442166063487,True,False,2.237432849080938,1
1513,TX001514,AC00416,214.15,2023-10-30 17:07:54,Debit,Detroit,D000531,210.228.226.64,M064,Branch,32,Engineer,217,1,6397.29,2024-11-04 08:10:59,17,-32022185.0,0.03347511206546036,True,False,5.210769475074593,1
717,TX000718,AC00416,28.73,2023-10-31 16:11:57,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,2024-11-04 08:08:37,16,-31939000.0,0.010589909137658095,True,False,2.103900400763194,1
219,TX000220,AC00417,361.27,2023-01-06 17:01:53,Debit,Omaha,D000676,78.100.105.143,M088,ATM,63,Doctor,180,1,7945.57,2024-11-04 08:10:07,17,-57683294.0,0.045468103552711636,True,False,3.047861533647118,1
796,TX000797,AC00417,51.07,2023-01-23 18:06:58,Debit,Dallas,D000114,162.198.218.92,M017,Branch,63,Retired,133,1,4292.16,2024-11-04 08:12:12,18,-56210714.0,0.011898438054735989,True,False,2.1102367373038713,1
1212,TX001213,AC00417,51.15,2023-03-01 17:26:49,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,2024-11-04 08:10:54,17,-53016245.0,0.005688231526383017,True,False,2.8004903036073703,1
1266,TX001267,AC00417,6.03,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,76,Retired,70,1,3290.72,2024-11-04 08:09:27,18,-39101222.0,0.001832425724970749,True,False,2.191787647282278,1
463,TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,3876.61,2024-11-04 08:07:38,17,-33056386.0,0.07794438935579182,True,True,2.7374858548750414,1
588,TX000589,AC00418,178.88,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,76,Retired,93,4,4708.29,2024-11-04 08:12:10,17,-43512062.0,0.03799256197474548,True,True,3.7239500567018986,1
865,TX000866,AC00418,101.81,2023-06-29 17:51:45,Debit,Fort Worth,D000209,160.212.125.105,M087,ATM,45,Doctor,105,1,13872.03,2024-11-04 08:11:23,17,-42646778.0,0.007339228644013004,True,False,3.398863045894166,1
722,TX000723,AC00418,75.53,2023-08-21 17:36:05,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35,2024-11-04 08:07:11,17,-38068266.0,0.0730217037461043,True,False,1.6679851039141649,1
332,TX000333,AC00418,288.17,2023-09-08 16:48:51,Debit,Virginia Beach,D000399,143.212.47.226,M012,Online,37,Engineer,50,1,3653.11,2024-11-04 08:10:16,16,-36516085.0,0.07888347167513853,True,False,2.1040498825437157,1
2194,TX002195,AC00418,1047.69,2023-10-16 16:32:31,Debit,Austin,D000008,51.196.87.214,M037,Online,20,Student,139,1,1889.78,2024-11-04 08:10:42,16,-33233891.0,0.5543978634846498,True,False,2.169252361877895,1
691,TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2024-11-04 08:06:38,18,-33225187.0,0.005387208173048575,True,True,2.1874480850031324,1
2205,TX002206,AC00419,451.7,2023-03-01 16:56:01,Debit,Chicago,D000250,191.91.45.159,M017,Online,29,Engineer,103,1,8994.67,2024-11-04 08:10:51,16,-53018090.0,0.05021862942140331,True,False,2.219541726516237,1
54,TX000055,AC00419,104.63,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,2024-11-04 08:10:42,17,-50595806.0,0.023366489592238814,True,False,7.088308459406059,0
1507,TX001508,AC00419,285.49,2023-08-11 18:42:10,Credit,Charlotte,D000498,41.82.55.163,M071,Branch,53,Doctor,109,1,6366.84,2024-11-04 08:12:14,18,-38928604.0,0.04484014040742324,True,False,2.767587279307129,1
1050,TX001051,AC00420,62.86,2023-05-08 16:24:00,Debit,Houston,D000271,200.136.146.93,M090,Branch,25,Student,31,1,1040.43,2024-11-04 08:10:33,16,-47144793.0,0.060417326870454265,True,False,2.580719570210988,1
439,TX000440,AC00420,232.79,2023-09-20 17:36:06,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1,2661.3,2024-11-04 08:11:40,17,-35476534.0,0.0874722876508763,True,False,1.9813108560776813,1
2342,TX002343,AC00420,1021.16,2023-10-16 17:32:16,Debit,Albuquerque,D000100,175.230.206.232,M046,ATM,20,Student,104,1,9427.06,2024-11-04 08:07:50,17,-33230134.0,0.10832221274891407,True,False,2.573403741405006,1
763,TX000764,AC00420,474.77,2023-12-25 16:28:20,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59,2024-11-04 08:08:36,16,-27186016.0,0.21994449978947134,True,False,1.6619267215460372,1
156,TX000157,AC00421,93.26,2023-07-27 16:22:52,Credit,New York,D000436,182.225.2.156,M092,Online,20,Student,72,1,1152.2,2024-11-04 08:12:04,16,-40232952.0,0.08094080818485673,True,False,3.5599675305816554,1
40,TX000041,AC00421,328.47,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,63,Retired,119,1,4323.66,2024-11-04 08:07:31,18,-39878861.0,0.07597035827060789,True,False,3.1007427389794624,1
412,TX000413,AC00421,242.39,2023-11-20 16:29:28,Credit,San Antonio,D000451,26.105.49.129,M008,ATM,18,Student,271,1,1328.73,2024-11-04 08:06:48,16,-30209840.0,0.18242231166284864,True,False,2.0818424765763583,1
1628,TX001629,AC00422,122.14,2023-02-20 16:20:28,Debit,Omaha,D000381,57.141.198.111,M071,Online,22,Student,155,1,327.68,2024-11-04 08:08:04,16,-53797656.0,0.3727416878435764,True,False,1.0787721373283718,1
1285,TX001286,AC00422,135.15,2023-03-20 17:13:09,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,72,Retired,50,1,5878.14,2024-11-04 08:10:37,17,-51375448.0,0.022991966807541217,True,False,2.567654853987592,1
808,TX000809,AC00422,80.24,2023-05-19 17:28:42,Credit,New York,D000604,190.92.63.219,M016,Branch,53,Doctor,58,1,8012.81,2024-11-04 08:12:13,17,-46190611.0,0.010013965125824816,True,False,1.9527645457253584,1
1474,TX001475,AC00422,235.42,2023-07-10 18:34:22,Debit,Phoenix,D000424,105.87.212.115,M060,Branch,51,Retired,175,1,6173.23,2024-11-04 08:11:06,18,-41693804.0,0.038135627478426,True,False,3.257610302756368,1
1732,TX001733,AC00423,252.93,2023-02-06 16:05:08,Debit,Portland,D000616,130.29.230.16,M001,ATM,75,Retired,222,1,2760.37,2024-11-04 08:07:53,16,-55008165.0,0.09162902041527396,True,False,3.0274587270400017,1
272,TX000273,AC00423,44.52,2023-03-28 18:30:25,Debit,El Paso,D000618,89.21.156.229,M081,Online,28,Student,205,1,314.28,2024-11-04 08:10:28,18,-50679603.0,0.14165711653121052,True,False,2.4473735467494486,1
1089,TX001090,AC00423,256.05,2023-06-07 16:26:52,Debit,Nashville,D000304,4.105.134.118,M009,ATM,54,Retired,35,1,6910.18,2024-11-04 08:11:46,16,-44552694.0,0.03705402748256337,True,False,1.8360531316012307,1
653,TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,2024-11-04 08:10:27,17,-42819722.0,0.17304494747359395,True,False,2.7313521885239296,1
1119,TX001120,AC00423,61.77,2023-09-28 17:06:32,Debit,Charlotte,D000327,55.154.161.250,M082,Branch,56,Doctor,49,1,12352.2,2024-11-04 08:11:35,17,-34787103.0,0.005000728611097028,True,False,6.852126738839525,0
108,TX000109,AC00423,503.76,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,22,Student,35,1,447.82,2024-11-04 08:09:22,18,-29597793.0,1.1249162358778921,True,False,1.5757431092845147,1
2434,TX002435,AC00424,230.3,2023-02-24 16:57:24,Debit,Colorado Springs,D000029,145.1.251.175,M032,Online,46,Engineer,24,1,8356.88,2024-11-04 08:08:21,16,-53449857.0,0.027558131709970554,True,False,2.2570536065562146,1
1693,TX001694,AC00424,127.57,2023-02-27 17:17:05,Debit,Nashville,D000406,158.135.64.240,M049,ATM,52,Retired,75,1,6118.2,2024-11-04 08:10:45,17,-53189620.0,0.02085090382653247,True,False,6.812633119705243,1
662,TX000663,AC00424,56.02,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,2024-11-04 08:07:58,17,-43510649.0,0.015789087953875434,True,False,3.9435206327967642,1
267,TX000268,AC00424,535.91,2023-07-07 16:38:12,Debit,Las Vegas,D000583,104.80.232.55,M097,Online,43,Engineer,22,1,9642.12,2024-11-04 08:10:49,16,-41959957.0,0.05558010058412454,True,False,2.8139615627102517,1
570,TX000571,AC00424,262.22,2023-07-13 17:48:24,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1,5711.71,2024-11-04 08:12:12,17,-41437428.0,0.04590919348862391,True,False,4.648688344109854,1
94,TX000095,AC00425,644.17,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,2024-11-04 08:08:04,16,-52934575.0,0.5633220183003181,True,False,2.388263989360026,1
900,TX000901,AC00425,157.16,2023-03-13 17:34:30,Debit,New York,D000682,133.223.159.151,M068,Branch,20,Student,280,1,1545.77,2024-11-04 08:07:27,17,-51978777.0,0.10167101120043077,True,False,3.453117450099491,1
2061,TX002062,AC00425,279.6,2023-05-31 16:28:06,Debit,Fort Worth,D000452,182.84.41.229,M097,ATM,25,Student,131,1,1910.9,2024-11-04 08:06:53,16,-45157127.0,0.1463184879045555,True,False,2.970064218839497,1
794,TX000795,AC00425,175.94,2023-06-05 16:16:13,Debit,Indianapolis,D000438,47.167.178.158,M044,ATM,57,Retired,89,1,3728.04,2024-11-04 08:07:11,16,-44725858.0,0.04719369951182471,True,False,2.6148072021369466,1
624,TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2024-11-04 08:10:54,16,-35479986.0,0.10241798923735805,True,False,6.004104728833073,0
1572,TX001573,AC00425,299.92,2023-10-09 18:41:21,Debit,Denver,D000197,201.113.165.203,M007,ATM,27,Student,122,1,1368.0,2024-11-04 08:08:59,18,-33830858.0,0.2192397644792415,True,False,3.2759384219330965,0
62,TX000063,AC00425,349.64,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,48,Engineer,226,1,6651.62,2024-11-04 08:08:09,16,-31331986.0,0.0525646383098183,True,False,2.937504382937741,1
1121,TX001122,AC00426,303.97,2023-02-02 16:55:25,Debit,Fort Worth,D000215,7.146.35.122,M056,Online,24,Student,77,5,1590.88,2024-11-04 08:07:47,16,-55350742.0,0.19107034979966844,True,True,2.1954583283850697,1
592,TX000593,AC00426,107.03,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,27,Student,73,1,1408.07,2024-11-04 08:12:13,18,-52580700.0,0.07601184546214432,True,False,2.411748351536165,1
1687,TX001688,AC00426,98.41,2023-06-12 17:09:42,Debit,Sacramento,D000187,181.223.246.123,M052,Online,27,Student,48,1,912.71,2024-11-04 08:08:45,17,-44117943.0,0.10782176038586451,True,False,1.2406501348246954,1
196,TX000197,AC00426,199.39,2023-08-21 16:16:22,Debit,Colorado Springs,D000304,194.88.79.54,M023,Branch,69,Retired,165,1,7264.79,2024-11-04 08:09:06,16,-38073164.0,0.027446078926650214,True,False,2.4228193525623256,1
652,TX000653,AC00426,116.58,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2024-11-04 08:06:50,16,-37207712.0,0.044483618960737735,True,False,2.441643361658816,1
1753,TX001754,AC00426,668.78,2023-10-23 17:25:04,Debit,Mesa,D000217,11.188.75.155,M094,ATM,20,Student,141,1,983.68,2024-11-04 08:09:12,17,-32625848.0,0.6798755623792742,True,False,2.9958204557059047,1
2075,TX002076,AC00427,48.51,2023-01-09 17:22:18,Debit,Austin,D000443,81.67.222.238,M009,Branch,22,Student,69,1,3363.23,2024-11-04 08:10:53,17,-57422915.0,0.0144236343799751,True,False,2.927893377129869,0
1962,TX001963,AC00427,118.06,2023-05-24 17:07:57,Credit,Las Vegas,D000441,7.146.35.122,M082,Branch,32,Doctor,31,1,13560.63,2024-11-04 08:07:10,17,-45759553.0,0.008706085182837314,True,False,1.8707660136037458,1
290,TX000291,AC00427,43.46,2023-07-21 17:02:42,Debit,Boston,D000263,21.190.11.223,M020,ATM,25,Student,80,1,578.06,2024-11-04 08:10:45,17,-40748883.0,0.07518250570559276,True,False,1.7449927371546547,1
59,TX000060,AC00427,112.07,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,23,Student,51,1,930.3,2024-11-04 08:11:37,16,-34443375.0,0.12046651488265597,True,False,3.445486839155846,1
2503,TX002504,AC00427,270.25,2023-11-06 16:56:41,Debit,Tucson,D000224,147.114.91.132,M065,ATM,31,Engineer,42,1,5414.97,2024-11-04 08:10:48,16,-31418047.0,0.049907940302701695,True,False,2.939778472873717,1
2064,TX002065,AC00427,86.07,2023-11-20 18:40:45,Debit,Dallas,D000355,192.163.114.167,M078,Branch,31,Doctor,23,1,842.56,2024-11-04 08:12:19,18,-30202294.0,0.10215296118789212,True,False,2.69606414583623,1
2036,TX002037,AC00427,162.36,2023-11-22 16:10:32,Debit,Tucson,D000315,125.89.163.224,M069,Online,36,Engineer,147,1,7527.04,2024-11-04 08:09:02,16,-30038310.0,0.021570232094461794,True,False,2.1614760221102953,1
2114,TX002115,AC00427,926.53,2023-11-24 17:24:24,Debit,Milwaukee,D000294,147.125.143.41,M064,ATM,57,Engineer,107,1,3120.1,2024-11-04 08:06:24,17,-29860920.0,0.296955224842296,True,False,2.1142064568578727,1
229,TX000230,AC00427,630.24,2023-11-29 18:10:30,Debit,Boston,D000548,12.246.170.239,M054,ATM,21,Student,62,1,370.81,2024-11-04 08:11:52,18,-29426482.0,1.699630492715124,True,False,2.4075634528727528,1
1210,TX001211,AC00428,141.91,2023-01-19 17:08:04,Debit,Miami,D000069,152.234.65.155,M051,Branch,23,Student,49,1,791.97,2024-11-04 08:09:42,17,-56559698.0,0.17918607801828254,True,False,2.2984788999751475,1
2084,TX002085,AC00428,1116.57,2023-02-23 16:54:09,Debit,Tucson,D000204,135.73.131.111,M005,ATM,56,Retired,104,1,1393.14,2024-11-04 08:07:14,16,-53536385.0,0.8014772327154683,True,False,2.5473762128468307,1
1580,TX001581,AC00428,469.46,2023-11-08 18:24:56,Debit,New York,D000465,137.33.78.168,M068,ATM,20,Student,149,1,8640.56,2024-11-04 08:09:58,18,-31239902.0,0.05433212655854236,True,False,5.579868752740016,0
2248,TX002249,AC00429,199.7,2023-04-03 18:41:57,Debit,Indianapolis,D000545,60.197.167.40,M084,ATM,43,Engineer,285,1,7574.45,2024-11-04 08:08:58,18,-50160421.0,0.026364950555664173,True,False,1.9282337787395458,1
587,TX000588,AC00429,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68,Doctor,37,1,14783.33,2024-11-04 08:08:53,16,-39885423.0,0.0036696738801950076,True,False,2.9955967305874553,1
940,TX000941,AC00429,25.38,2023-10-23 16:03:09,Debit,Louisville,D000222,201.114.165.141,M024,Branch,57,Engineer,66,1,8616.05,2024-11-04 08:11:41,16,-32630912.0,0.002945665353676377,True,False,2.9798069593124583,1
257,TX000258,AC00430,341.15,2023-02-13 17:18:15,Debit,San Jose,D000453,6.44.165.160,M042,Online,18,Student,148,1,511.37,2024-11-04 08:10:09,17,-54399114.0,0.6671294626761549,True,False,3.0569168592198346,1
231,TX000232,AC00430,705.6,2023-02-20 18:41:43,Debit,Phoenix,D000103,205.45.234.42,M071,Branch,40,Doctor,124,3,14804.7,2024-11-04 08:09:04,18,-53789241.0,0.047660540201651815,True,True,2.4324767974697643,1
2115,TX002116,AC00430,101.51,2023-03-23 16:17:51,Credit,Tucson,D000055,28.149.72.129,M042,Online,46,Engineer,199,1,3052.47,2024-11-04 08:11:54,16,-51119643.0,0.03325503597658606,True,False,3.087833665123925,1
2207,TX002208,AC00430,5.76,2023-08-28 17:13:52,Debit,Houston,D000277,145.246.171.225,M070,Branch,38,Engineer,164,1,5859.79,2024-11-04 08:09:21,17,-37464929.0,0.0009829703778071052,True,False,2.8866536659050763,1
2460,TX002461,AC00430,86.35,2023-09-04 17:17:40,Credit,Indianapolis,D000280,111.226.226.202,M026,Branch,52,Retired,24,1,1550.48,2024-11-04 08:10:10,17,-36859950.0,0.05569243037193365,True,False,3.0225831600927586,1
234,TX000235,AC00430,5.25,2023-11-13 18:26:24,Debit,San Jose,D000571,93.170.203.44,M010,ATM,39,Doctor,49,1,14143.32,2024-11-04 08:12:22,18,-30807958.0,0.00037119997258691737,True,False,2.1540180188395857,1
254,TX000255,AC00430,227.39,2023-12-25 16:58:19,Debit,Atlanta,D000207,96.115.67.230,M010,Online,18,Student,65,1,751.09,2024-11-04 08:11:36,16,-27184397.0,0.3027466708018124,True,False,2.0773605700538935,1
891,TX000892,AC00431,64.21,2023-01-09 16:36:16,Debit,Omaha,D000527,134.222.122.238,M028,ATM,51,Doctor,37,1,12540.18,2024-11-04 08:09:24,16,-57425588.0,0.005120341171242883,True,False,2.8584051020200354,1
1221,TX001222,AC00431,297.86,2023-02-06 17:32:04,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,28,Student,96,1,1680.14,2024-11-04 08:11:40,17,-55003176.0,0.17728284442199552,True,False,2.2794229564924238,1
1920,TX001921,AC00431,233.71,2023-03-13 17:30:20,Debit,Jacksonville,D000450,114.115.12.20,M040,Online,19,Student,297,1,1231.98,2024-11-04 08:12:09,17,-51979309.0,0.18970275337503245,True,False,1.605744598501043,1
814,TX000815,AC00431,317.47,2023-05-01 17:31:34,Credit,Sacramento,D000060,119.163.214.161,M083,Online,67,Doctor,16,1,14639.28,2024-11-04 08:07:58,17,-47745384.0,0.021686175808040987,True,False,4.118535375480008,1
1273,TX001274,AC00431,1235.69,2023-05-24 16:14:34,Credit,San Jose,D000216,69.82.61.135,M048,Branch,20,Student,118,1,420.25,2024-11-04 08:09:22,16,-45762888.0,2.940368758111392,True,False,2.5374176672159185,1
305,TX000306,AC00431,378.85,2023-06-16 17:21:15,Debit,Virginia Beach,D000043,192.95.36.246,M089,Branch,78,Retired,126,1,2300.53,2024-11-04 08:09:07,17,-43771672.0,0.16467944271676768,True,False,2.224643318091174,1
2263,TX002264,AC00431,222.66,2023-06-28 16:05:19,Debit,Detroit,D000106,35.67.21.23,M038,Online,39,Doctor,88,1,14466.38,2024-11-04 08:10:50,16,-42739531.0,0.015391549222824543,True,False,2.832224759609488,1
2496,TX002497,AC00432,307.68,2023-01-18 17:21:27,Credit,Detroit,D000451,5.74.9.122,M068,Online,75,Retired,162,1,2052.84,2024-11-04 08:12:03,17,-56645436.0,0.14988016528380113,True,False,4.987884636877962,1
1531,TX001532,AC00432,26.07,2023-03-16 17:00:29,Debit,Baltimore,D000552,194.174.252.1,M061,Branch,20,Student,19,3,349.98,2024-11-04 08:10:16,17,-51721787.0,0.07448996872707102,True,True,2.055786761751556,1
2438,TX002439,AC00432,537.71,2023-04-04 16:07:04,Credit,Mesa,D000073,146.69.70.214,M078,Online,19,Student,175,1,1806.08,2024-11-04 08:07:22,16,-50083218.0,0.2977221369057731,True,False,3.010856085228757,1
1743,TX001744,AC00432,165.8,2023-05-04 17:46:15,Debit,Nashville,D000409,218.54.207.160,M063,Online,60,Engineer,287,1,2064.76,2024-11-04 08:07:57,17,-47485302.0,0.08029988918663723,True,False,1.3822333390043864,1
945,TX000946,AC00432,275.46,2023-07-24 17:09:05,Debit,Fort Worth,D000027,31.75.105.19,M032,ATM,36,Doctor,67,1,9697.75,2024-11-04 08:12:13,17,-40489388.0,0.02840452679394238,True,False,1.6909745649004562,1
1793,TX001794,AC00432,11.09,2023-10-31 16:54:40,Debit,Charlotte,D000137,41.110.46.150,M094,Branch,51,Engineer,95,1,2990.05,2024-11-04 08:10:21,16,-31936541.0,0.00370896806505253,True,False,2.117719381248835,1
694,TX000695,AC00432,350.15,2023-11-27 16:18:25,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,2024-11-04 08:08:37,16,-29605812.0,1.1810638114796164,True,False,2.4586349978987276,1
1216,TX001217,AC00433,293.54,2023-01-16 17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,2024-11-04 08:08:24,17,-56817732.0,0.1281778082696048,True,False,2.95806650287111,1
555,TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1,1830.98,2024-11-04 08:07:32,16,-46538092.0,0.7006411828603196,True,False,2.414757812411744,1
500,TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,2024-11-04 08:08:19,16,-41529052.0,0.013419287797195284,True,False,2.562650169055665,1
456,TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,5077.06,2024-11-04 08:09:59,16,-54662935.0,0.03716717935740925,True,False,1.7585204498056901,1
145,TX000146,AC00434,45.85,2023-02-16 17:57:10,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,20,Student,92,1,1659.15,2024-11-04 08:07:24,17,-54137414.0,0.027634632024623258,True,False,2.2469528169822586,1
571,TX000572,AC00434,41.49,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24,Student,13,1,928.33,2024-11-04 08:12:03,16,-48353083.0,0.044693158201359884,True,False,3.7081721444151956,1
327,TX000328,AC00434,870.43,2023-05-31 16:54:20,Debit,Los Angeles,D000427,178.34.103.183,M037,Branch,29,Doctor,55,1,10115.18,2024-11-04 08:07:52,16,-45155612.0,0.08605185465206565,True,False,2.4741611805419774,1
1649,TX001650,AC00434,29.5,2023-07-20 18:26:11,Debit,San Antonio,D000451,218.54.207.160,M008,Online,73,Retired,129,1,1229.32,2024-11-04 08:09:30,18,-40830199.0,0.02399700627991893,True,False,1.4719219880941024,1
64,TX000065,AC00434,5.77,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12,2024-11-04 08:11:32,16,-31766992.0,0.0004124928865262144,True,False,1.6229512142662763,1
416,TX000417,AC00434,617.36,2023-11-21 17:05:17,Debit,Kansas City,D000137,42.219.228.159,M035,Branch,29,Engineer,61,1,8926.38,2024-11-04 08:09:23,17,-30121446.0,0.06916129487075244,True,False,1.7617981752989662,1
1508,TX001509,AC00435,71.87,2023-01-16 18:03:02,Debit,Nashville,D000039,110.247.153.70,M057,ATM,22,Student,258,1,1839.1,2024-11-04 08:12:07,18,-56815745.0,0.03907889707422709,True,False,2.3146496766836884,1
2033,TX002034,AC00435,357.72,2023-08-07 17:29:48,Debit,Miami,D000334,3.70.1.133,M082,ATM,53,Retired,25,1,7659.5,2024-11-04 08:11:19,17,-39278491.0,0.046702787327237046,True,False,1.875323197148205,1
2463,TX002464,AC00436,213.33,2023-08-28 16:41:57,Debit,Omaha,D000319,60.197.167.40,M088,ATM,52,Retired,161,1,5400.44,2024-11-04 08:12:15,16,-37467018.0,0.039502336773480806,True,False,1.8206412907943867,1
868,TX000869,AC00436,83.39,2023-09-18 16:00:54,Debit,Omaha,D000069,135.73.131.111,M042,Branch,32,Doctor,158,1,13182.11,2024-11-04 08:12:20,16,-35655086.0,0.00632599788173062,True,False,1.848283950147106,1
2056,TX002057,AC00436,308.62,2023-10-06 18:59:06,Credit,Sacramento,D000482,61.95.76.233,M047,Branch,59,Engineer,101,1,9148.08,2024-11-04 08:06:47,18,-34088861.0,0.03373604074982287,True,False,3.325094483921531,1
2465,TX002466,AC00436,100.13,2023-12-11 16:40:52,Debit,Denver,D000216,27.93.195.98,M068,Branch,57,Doctor,168,1,5209.16,2024-11-04 08:11:08,16,-28395016.0,0.019221909061687664,True,False,2.436016608883815,1
